label,text
2,rt baileyadams when charlie crist said rick scott just too shady for the sunshine state t co ushmogzdr
1, canifuckornah what would y all lil ugly bald headed bitches do if they stop making make up amp weave 
2,march is about to get mad marchmadness collegehoops indiana iubb hoosiers
1, georjay zoeboi happy birthday little bitch bofl this made me laugh when i read it 
1,half these bitches be playin because but im far from a lamee
1,dis bitch by my side and i ll never be broken t co nd ytjkxgv
2,darkies dgaf rt maxin betha sbaby life gotta chill wit his yellow thofjulyfly outfit man rt dominicanraf t co uimf sdi
1, clzcdxx im just a bitch ass elf morbidmermaid
1,rt scottlinnen saw a man in a yellow trench coat amp matching fedora with an iwatch what a dick 
2, squak squak squak squak me bird shut up squak alex that was an act of defiance alextalksback
1,rt doped same bitch talking abt you will be the only bitch in your face but 
1,where the bad bitches at and by bad bitches i mean tacos 
1, badazz jspates i m suppose to eat yo booty bitch wym 
1,rt antonio c yo mother dedication hoe rich homie tono feat childish miguelito amp young patty coming soon sorry thewait
1,rt dattniggamatt i m a cool ass nigga lbs it s rare if a mf don t like me nigga you either hating or mad cus yo bitch choosing 
2,speaking of ford and garland i need to get my sub from there and a job application lol killin birds with one stone merica
2,rt zonedmoan smh rt tiemyduragboo and henny too rt bkraised beer trash af end of story
1, briceokc cigarettes are so gross half the bitches that smoke cigarettes gfys 
1,i really wanna have a talk about life with the fuck her right in the pussy dude while smokin a blunt before i die
1, chanel playa toddie soplayer nigga you proud of i was in that bitch the is from me going to get the weed out the car
1,rt gurujeremy that s how niggas get cheated on she lie in ur face bc she in denial about her hoe actions but she tell her homegirls it 
1, rt livibadd so many pretty bitches coming to my birthday dinner 
2,i hope the trash i talk abt cnn s poor product doesn t hurt my chances of getting hired as a legal correspondent i was jk cnn 
1,rt high tae bruh this bitch booty so flat that its muscular t co vg matceu
2, gladvillian dont get that bacon stuffed crust tho its trash
1, xnastyy lol you probably right fuck you bitch in spanish 
1,anytime somebody say u wan hear a funny that shit gon be trash 
1, hunglikerobby bossbitchdaphne taytuckfuck bitch no more on my account
1, antiheroko bitch foh
1,yea i see ya hoe
1,bears game today bitches not to mention lean and bud before the train ride lol goodday
1,rt stonerboii cold i just wanna be drunk on stage going ham in that bitch trevaughnlg
1, wyattnuckels haha bitch
1, jbrendaro zgabrail ramsin gabeeli jacob times bitch ass nigggaaa
1,back inhighschool me and ntgonline used to have to stiff arm bitches that kept tryna steal our fitteds
1,rt chivasgee fuck up you swole fag
1, skinnykenny zaytovenn shiddd add me i a turn that bitch up lmao
1,fuck that i got a curfew i break that bitch tho idgaf she could fuss and curse at me when i get home lmfao
2,bought this lp in manchester the other week had no idea it was coloured vinyl man what a steal vinylgasm re machined
1,addicted to pussy poppin
1, m rad you was with the bitch with the fat ass only way to live when u young that shit gonna get old tho and have a lot of dents in it
2, the water isn t yellow i m a healthy student 
1,never messed with a hoe that went to jail unless i didn t know her last name
1,i m always dumb too a extra slow ass bitch 
1, miketattaglia happy birthday i hope the bitches got you something good
1,all he needs is a skirt sure looks like a bitch to me t co hh pcue 
1,rt groovyg me nite bitches t co nltodb xze
1,any nicca gettin it n da ass is a fag cruelladetrill howw please explain this twitter logic i m confused im yung jay yutwatching 
0,rt iowahawkblog i love cripples look at all these fucking cripples goddamit i m a people person s t co xcla xpmlx
1,tonight i gotta take a dope ass picture wit a bad bitch while i m drunk so i can change my avi i m tired of seeing this one already
1,rt imneverchillin i don t have no girlfriend side bitches main chick hoes i just got a ex i want back 
1,rt franquitouno instagram the only place you can find thirsty hoes and connects at the same time t co fj wrdtq 
1,these hoes ain t shit i ain t tripping off a thot ion like conversation you gone let me fuck or not
2, jaygorgeous i need more beanies just ordered two true religion ones lol
1, my nips are freeeeezing and that s not okay because they re slicing through my bra 
1,fuck it its am why am i tweeting as if anyone is going to answer me y all niggers don t reply at pm niggerfag niggerfag niggerfag
1,i always wanted a bull dog them hoes clean fuck a pit
1,rt ikesizzle trey songz album is about being a single hoe ass nigga lol
2,rt goatideas oreo frappuccino t co o qj m nff
1,you girls needa stop with the edits damn near got catfished a week or two ago and the bitch keeps findin her way back 
1,my house is so piece full thank god these little jungle bunnies are outta my face
1, south central niggahs really don t be lovin these hoes these hoes don t be lovin these niggahs we just be t co xntftnwuvd
1,why is baltimore so damn ghetto 
1,the browns schedule for the first half of the year is literally retarded easy 
2, plmpcess in the fashion world urban means stolen from black people its ghetto on us and urban on them haha t co s xwgflj c 
1,shut up bitch i wasn t gonna roast 
0,fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y all some fake ass people
1,gonna get a tattoo of a teardrop on my dick cause i murdered that pussy
1,rt whiteboyyx behind that twinkle in your eyes i can see the bitch in you 
1,pussy on my mouth pussy on my pinky ring
1,dropped all my hoes for someone but was that a good decision find out on the next episode of dragonballz 
2,why is my mother bothering me about the trash it s my day off leave me alone and stop nagging
1,showin more love to bitches fucked on the side
1, niggas always yelling fuck bitches get money meanwhile they re broke and still want the bitches 
1, megynkelly next you could ask the grand wizard of the kkk why so many are intolerant this poor soul s views cunt tcot frc p foxnews
1,look at this pussy yatchakhannah t co cpyo yp 
1,rt xicana susie rt scruffdaddy why that bitch lookin all in the car u know her t co bqiu q qjv
1, cuauhtli elchavaloko cafebabybull he s a cheating wetback
1,don t make me take yo bitch nigga 
2,rt induztriouz neo i am a strong believer that birds of a feather flock together
2,triple fudge brownie chunk ice cream lifechanging
0, densonkeith most of these people are followers of followers of truth but they themselves are still niggers their outlook mind amp all 
1, derringereagle ur moms pussy died a slow death so well have good company virgin
1, csnchicago punk ass bitch bullstalk
2, metroadlib colored contacts in your eyes blinders on mine cause i can t see you at all lmao
2,this show trash rt ibskeealii longlive rt shinylipz queen latifah show 
2, clicquotsuave the new nip dropped today rii 
1, jimachterfeld dan bernstein the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them 
2, miseducated your mind is free and your soul satan will present to u in his kingdom the things that mock u stay strong in yahshua 
1,rt deemayweather brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w 
1,that bitch was worried about fines fuck you my best friend got jumped by cock suckers fines should be the least of your worries 
2,log off nigger rt polokingbc relationshipgoals t co ge koimygj
1,every chick say that she a bad bitch 
1, sincere lmao hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuation s 
1,lol niggas still be talking about me threw bitches smh
1,can this bitch hurry up ineedmyeigth
1, saidtina uce ina i really hate poly bitches you and me both man
1, trippinc bitch you can tweet but not answer 
1,you can be a hoe in love
1,jesus christ youre a fucking retard if you believe in mercurian retrograde affecting your life
1,y all i m so mad i wasted them calories on that honey bun that ho was dry as hell 
1,i would leave my crib and go somewhere but i m pretty sure i ll die cause if my bitch ass car sliding everywhere
2, yellabeautykc home coon
1, kay laa laa i know all the bitches love me 
1,high then a hoe watching wolf of wall street
1,someone came up amp told me that i pulled hoes today i was pissed just because thats so fucking false that its sad 
1,snapchat me bitches jaceyjanette
0, yawlknow hoskinsty all of these rednecks and none of them can keep the fire lit 
2,blessjesus amos there are those who hate the one who upholds justice in court and detest the one who tells the truth 
1, sammytbh you re not fucking relevant you get followers from follow trains and then unfollow people because you re a faggot 
2, keyshawnswag peel up peel up bring it back up rewind back where i m from they move shaq from the line ooooow who tf said that trash 
1, kieffer jason am going to hurt more then your bitch ass feelings
1,rt awkwardposts flirting with bitches on twitter like t co ev quysbpo
1,son of a bitch 
1,let a nigguh try me fuck around fuck around fuck around meet his daddy
1,that finger to the face pose bitches do now a days like chick no i wanna see those lips
1, oskzilla i ll bitch slap you to the shadow realm 
2,never turned my back on the birds
2,rt ketamine stalin if a single wasp could read these waspfacts tweets there could be a peace treaty between wasps and man but wasps are 
1, ianbmaggard kade melton im going to miss that big nig
2, xiibyte just watched your video good stuff thought i d let you in on the new boss boon says old character but will be surprise it s argus
1, natashablah suck it up pussy
2, rhythmixx i told mariam to but cigarettes for her birthday you also called me trash rn
1,rt jcal blessedmannie alluring y all hoes get boyfriends just to tweet about them then break up to dawg him on here lol
1,it bothers me when a ugly girl has a bad bitch attitude 
